Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Experimental Condition [Fluorescent Labels],Comment [Fluorescent Label Reference DOIs],Image File,Comment [Image File Path],Comment [Image File Type],Channels
membranes_nuclei,15999C80F3,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,15999C80F3_8bit_lynEGFP_linUnmix.tif,./15999C80F3/15999C80F3_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,3BD50B1F34,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,3BD50B1F34_8bit_lynEGFP_linUnmix.tif,./3BD50B1F34/3BD50B1F34_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,492B944A71,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,492B944A71_8bit_lynEGFP_linUnmix.tif,./492B944A71/492B944A71_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,4A644B6C69,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4A644B6C69_8bit_lynEGFP_linUnmix.tif,./4A644B6C69/4A644B6C69_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,4BDFE7B8D2,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4BDFE7B8D2_8bit_lynEGFP_linUnmix.tif,./4BDFE7B8D2/4BDFE7B8D2_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,4C059E69BC,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4C059E69BC_8bit_lynEGFP_linUnmix.tif,./4C059E69BC/4C059E69BC_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,77135D126D,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,77135D126D_8bit_lynEGFP_linUnmix.tif,./77135D126D/77135D126D_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,7ADFA42907,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,7ADFA42907_8bit_lynEGFP_linUnmix.tif,./7ADFA42907/7ADFA42907_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,8179A86D76,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,8179A86D76_8bit_lynEGFP_linUnmix.tif,./8179A86D76/8179A86D76_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,9CB73DC13A,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,9CB73DC13A_8bit_lynEGFP_linUnmix.tif,./9CB73DC13A/9CB73DC13A_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,A921B80A44,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,A921B80A44_8bit_lynEGFP_linUnmix.tif,./A921B80A44/A921B80A44_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,B154DF856B,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,B154DF856B_8bit_lynEGFP_linUnmix.tif,./B154DF856B/B154DF856B_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,C22FC95129,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,C22FC95129_8bit_lynEGFP_linUnmix.tif,./C22FC95129/C22FC95129_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,D2470961E8,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D2470961E8_8bit_lynEGFP_linUnmix.tif,./D2470961E8/D2470961E8_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,D34B941004,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D34B941004_8bit_lynEGFP_linUnmix.tif,./D34B941004/D34B941004_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,D486DD3904,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D486DD3904_8bit_lynEGFP_linUnmix.tif,./D486DD3904/D486DD3904_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,D9314261C0,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D9314261C0_8bit_lynEGFP_linUnmix.tif,./D9314261C0/D9314261C0_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,F8346191C7,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,F8346191C7_8bit_lynEGFP_linUnmix.tif,./F8346191C7/F8346191C7_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei,FDE484C77,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,FDE484C778_8bit_lynEGFP_linUnmix.tif,./FDE484C778/FDE484C778_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
membranes_nuclei_seg,03887B26C1_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,03887B26C1_8bit_lynEGFP_linUnmix_seg.tif,./03887B26C1/03887B26C1_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,15999C80F3_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,15999C80F3_8bit_lynEGFP_linUnmix_seg.tif,./15999C80F3/15999C80F3_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,3BD50B1F34_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,3BD50B1F34_8bit_lynEGFP_linUnmix_seg.tif,./3BD50B1F34/3BD50B1F34_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,492B944A71_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,492B944A71_8bit_lynEGFP_linUnmix_seg.tif,./492B944A71/492B944A71_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,4A644B6C69_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4A644B6C69_8bit_lynEGFP_linUnmix_seg.tif,./4A644B6C69/4A644B6C69_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,4BDFE7B8D2_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4BDFE7B8D2_8bit_lynEGFP_linUnmix_seg.tif,./4BDFE7B8D2/4BDFE7B8D2_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,4C059E69BC_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4C059E69BC_8bit_lynEGFP_linUnmix_seg.tif,./4C059E69BC/4C059E69BC_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,77135D126D_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,77135D126D_8bit_lynEGFP_linUnmix_seg.tif,./77135D126D/77135D126D_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,7ADFA42907_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,7ADFA42907_8bit_lynEGFP_linUnmix_seg.tif,./7ADFA42907/7ADFA42907_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,8179A86D76_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,8179A86D76_8bit_lynEGFP_linUnmix_seg.tif,./8179A86D76/8179A86D76_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,9CB73DC13A_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,9CB73DC13A_8bit_lynEGFP_linUnmix_seg.tif,./9CB73DC13A/9CB73DC13A_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,A921B80A44_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,A921B80A44_8bit_lynEGFP_linUnmix_seg.tif,./A921B80A44/A921B80A44_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,B154DF856B_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,B154DF856B_8bit_lynEGFP_linUnmix_seg.tif,./B154DF856B/B154DF856B_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,C22FC95129_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,C22FC95129_8bit_lynEGFP_linUnmix_seg.tif,./C22FC95129/C22FC95129_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,D2470961E8_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D2470961E8_8bit_lynEGFP_linUnmix_seg.tif,./D2470961E8/D2470961E8_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,D34B941004_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D34B941004_8bit_lynEGFP_linUnmix_seg.tif,./D34B941004/D34B941004_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,D486DD3904_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D486DD3904_8bit_lynEGFP_linUnmix_seg.tif,./D486DD3904/D486DD3904_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,D9314261C0_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D9314261C0_8bit_lynEGFP_linUnmix_seg.tif,./D9314261C0/D9314261C0_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,F8346191C7_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,F8346191C7_8bit_lynEGFP_linUnmix_seg.tif,./F8346191C7/F8346191C7_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei_seg,FDE484C77_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,FDE484C778_8bit_lynEGFP_linUnmix_seg.tif,./FDE484C778/FDE484C778_8bit_lynEGFP_linUnmix_seg.tif,derived,seg:single-cell segmentation
membranes_actin,00E41C184C,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,00E41C184C_8bit_lynEGFP.tif; 00E41C184C_8bit_tagRFPtUtrCH.tif,./00E41C184C/00E41C184C_8bit_lynEGFP.tif; ./00E41C184C/00E41C184C_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,296696DB86,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,296696DB86_8bit_lynEGFP.tif; 296696DB86_8bit_tagRFPtUtrCH.tif,./296696DB86/296696DB86_8bit_lynEGFP.tif; ./296696DB86/296696DB86_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,2BDB74A7D6,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,2BDB74A7D6_8bit_lynEGFP.tif; 2BDB74A7D6_8bit_tagRFPtUtrCH.tif,./2BDB74A7D6/2BDB74A7D6_8bit_lynEGFP.tif; ./2BDB74A7D6/2BDB74A7D6_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,2FC33D7301,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,2FC33D7301_8bit_lynEGFP.tif; 2FC33D7301_8bit_tagRFPtUtrCH.tif,./2FC33D7301/2FC33D7301_8bit_lynEGFP.tif; ./2FC33D7301/2FC33D7301_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,39E81EDC34,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,39E81EDC34_8bit_lynEGFP.tif; 39E81EDC34_8bit_tagRFPtUtrCH.tif,./39E81EDC34/39E81EDC34_8bit_lynEGFP.tif; ./39E81EDC34/39E81EDC34_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,567C0C9CB6,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,567C0C9CB6_8bit_lynEGFP.tif; 567C0C9CB6_8bit_tagRFPtUtrCH.tif,./567C0C9CB6/567C0C9CB6_8bit_lynEGFP.tif; ./567C0C9CB6/567C0C9CB6_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,608BEE23AA,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,608BEE23AA_8bit_lynEGFP.tif; 608BEE23AA_8bit_tagRFPtUtrCH.tif,./608BEE23AA/608BEE23AA_8bit_lynEGFP.tif; ./608BEE23AA/608BEE23AA_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,64484C06F9,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,64484C06F9_8bit_lynEGFP.tif; 64484C06F9_8bit_tagRFPtUtrCH.tif,./64484C06F9/64484C06F9_8bit_lynEGFP.tif; ./64484C06F9/64484C06F9_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,7427532FD9,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,7427532FD9_8bit_lynEGFP.tif; 7427532FD9_8bit_tagRFPtUtrCH.tif,./7427532FD9/7427532FD9_8bit_lynEGFP.tif; ./7427532FD9/7427532FD9_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,770CB12681,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,770CB12681_8bit_lynEGFP.tif; 770CB12681_8bit_tagRFPtUtrCH.tif,./770CB12681/770CB12681_8bit_lynEGFP.tif; ./770CB12681/770CB12681_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,8D037347B9,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,8D037347B9_8bit_lynEGFP.tif; 8D037347B9_8bit_tagRFPtUtrCH.tif,./8D037347B9/8D037347B9_8bit_lynEGFP.tif; ./8D037347B9/8D037347B9_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,9B64B26626,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,9B64B26626_8bit_lynEGFP.tif; 9B64B26626_8bit_tagRFPtUtrCH.tif,./9B64B26626/9B64B26626_8bit_lynEGFP.tif; ./9B64B26626/9B64B26626_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,A07C79157A,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,A07C79157A_8bit_lynEGFP.tif; A07C79157A_8bit_tagRFPtUtrCH.tif,./A07C79157A/A07C79157A_8bit_lynEGFP.tif; ./A07C79157A/A07C79157A_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,A96BA2AE1C,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,A96BA2AE1C_8bit_lynEGFP.tif; A96BA2AE1C_8bit_tagRFPtUtrCH.tif,./A96BA2AE1C/A96BA2AE1C_8bit_lynEGFP.tif; ./A96BA2AE1C/A96BA2AE1C_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,B2B1FB7EE0,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,B2B1FB7EE0_8bit_lynEGFP.tif; B2B1FB7EE0_8bit_tagRFPtUtrCH.tif,./B2B1FB7EE0/B2B1FB7EE0_8bit_lynEGFP.tif; ./B2B1FB7EE0/B2B1FB7EE0_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,BCAAF27981,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,BCAAF27981_8bit_lynEGFP.tif; BCAAF27981_8bit_tagRFPtUtrCH.tif,./BCAAF27981/BCAAF27981_8bit_lynEGFP.tif; ./BCAAF27981/BCAAF27981_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,BCE9C7BBCB,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,BCE9C7BBCB_8bit_lynEGFP.tif; BCE9C7BBCB_8bit_tagRFPtUtrCH.tif,./BCE9C7BBCB/BCE9C7BBCB_8bit_lynEGFP.tif; ./BCE9C7BBCB/BCE9C7BBCB_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,F465AE8B97,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,F465AE8B97_8bit_lynEGFP.tif; F465AE8B97_8bit_tagRFPtUtrCH.tif,./F465AE8B97/F465AE8B97_8bit_lynEGFP.tif; ./F465AE8B97/F465AE8B97_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
membranes_actin,F80ACE04D5,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH,10.1016/j.devcel.2006.02.019; study publication,F80ACE04D5_8bit_lynEGFP.tif; F80ACE04D5_8bit_tagRFPtUtrCH.tif,./F80ACE04D5/F80ACE04D5_8bit_lynEGFP.tif; ./F80ACE04D5/F80ACE04D5_8bit_tagRFPtUtrCH.tif,raw,lynEGFP:cell membranes; tagRFPtUtrCH:F-actin
